Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method,Total Sales,Date
West Gear,West,Utah,Salt Lake City,Women's Street Footwear,19,109,82.84,Outlet,2071,5/12/2021
West Gear,West,Utah,Salt Lake City,Men's Apparel,23,109,100.28,Outlet,2507,8/11/2021
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,24,109,104.64,Outlet,2616,1/24/2021
West Gear,West,Oregon,Portland,Men's Athletic Footwear,36,109,156.96,Outlet,3924,5/25/2021
West Gear,West,Oregon,Portland,Women's Street Footwear,37,109,161.32,Outlet,4033,10/24/2021
West Gear,South,Louisiana,New Orleans,Women's Apparel,29,109,126.44,Outlet,3161,3/16/2021
Kohl's,West,Arizona,Phoenix,Men's Apparel,42,109,137.34,Outlet,4578,12/22/2021
Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,43,109,234.35,Outlet,4687,4/26/2021
Kohl's,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,109,187.48,Outlet,4687,5/27/2021
Sports Direct,Southeast,Georgia,Atlanta,Women's Apparel,46,109,150.42,Outlet,5014,10/13/2021
Walmart,South,Mississippi,Jackson,Women's Athletic Footwear,20,109,87.2,Outlet,2180,10/18/2021
Amazon,Northeast,Vermont,Burlington,Women's Street Footwear,33,109,143.88,Outlet,3597,7/10/2021
Amazon,Northeast,New Hampshire,Manchester,Women's Street Footwear,43,109,187.48,Outlet,4687,6/19/2021
Kohl's,Midwest,Montana,Billings,Women's Apparel,59,108,254.88,Online,6372,1/26/2021
Kohl's,Midwest,Montana,Billings,Women's Apparel,58,108,250.56,Online,6264,2/25/2021
Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,33,108,213.84,Online,3564,3/19/2021
Sports Direct,Southeast,Florida,Orlando,Women's Apparel,47,108,304.56,Online,5076,2/17/2021
Foot Locker,Midwest,Missouri,St. Louis,Women's Apparel,48,108,311.04,Online,5184,11/18/2021
West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,19,108,102.6,Online,2052,6/11/2021
West Gear,West,Utah,Salt Lake City,Men's Apparel,34,108,146.88,Online,3672,6/11/2021
West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,20,108,108,Online,2160,11/11/2021
West Gear,West,Utah,Salt Lake City,Women's Apparel,39,108,168.48,Online,4212,1/24/2021
West Gear,West,Oregon,Portland,Men's Apparel,86,108,464.4,Online,9288,6/24/2021
West Gear,South,Louisiana,New Orleans,Women's Apparel,50,108,270,Online,5400,10/17/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,52,108,280.8,Online,5616,5/14/2021
Foot Locker,South,Mississippi,Jackson,Men's Apparel,39,108,210.6,Online,4212,2/18/2021
Walmart,South,Mississippi,Jackson,Men's Apparel,29,108,156.6,Online,3132,9/16/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49,108,264.6,Online,5292,12/9/2021
Sports Direct,Northeast,New Jersey,Newark,Men's Street Footwear,59,108,318.6,Online,6372,11/7/2021
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,108,259.2,Online,5184,8/4/2021
Foot Locker,Northeast,New Hampshire,Manchester,Women's Street Footwear,62,108,267.84,Online,6696,12/17/2021
Sports Direct,South,Texas,Dallas,Men's Apparel,26,107,111.28,Outlet,2782,9/2/2021
Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,39,107,125.19,Outlet,4173,5/18/2021
Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,30,107,128.4,Outlet,3210,2/24/2021
West Gear,West,Utah,Salt Lake City,Women's Street Footwear,10,107,42.8,Outlet,1070,4/11/2021
West Gear,West,Utah,Salt Lake City,Women's Street Footwear,14,107,59.92,Outlet,1498,11/11/2021
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,36,107,192.6,Outlet,3852,4/17/2021
Foot Locker,West,Arizona,Phoenix,Women's Apparel,37,107,118.77,Outlet,3959,3/22/2021
Foot Locker,West,Arizona,Phoenix,Women's Apparel,47,107,150.87,Outlet,5029,10/23/2021
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,14,107,59.92,Outlet,1498,3/19/2021
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,27,107,115.56,Outlet,2889,6/21/2021
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,36,107,192.6,Outlet,3852,7/19/2021
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,36,107,154.08,Outlet,3852,8/4/2021
Amazon,Northeast,Massachusetts,Boston,Men's Athletic Footwear,36,107,192.6,Outlet,3852,1/14/2021
Amazon,Northeast,Vermont,Burlington,Women's Apparel,35,107,187.25,Outlet,3745,2/12/2021
Amazon,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,39,107,125.19,Outlet,4173,7/17/2021
Kohl's,West,California,Los Angeles,Men's Apparel,46,106,341.32,Online,4876,3/23/2021
Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,41,106,173.84,Online,4346,1/22/2021
Kohl's,Midwest,Montana,Billings,Women's Athletic Footwear,38,106,201.4,Online,4028,1/30/2021
Kohl's,Midwest,Montana,Billings,Women's Athletic Footwear,41,106,217.3,Online,4346,2/11/2021
Kohl's,Midwest,Montana,Billings,Men's Apparel,52,106,385.84,Online,5512,2/12/2021
Sports Direct,South,Tennessee,Knoxville,Men's Apparel,41,106,217.3,Online,4346,4/7/2021
Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,56,106,237.44,Online,5936,8/21/2021
West Gear,Northeast,New York,Albany,Women's Athletic Footwear,39,106,165.36,Online,4134,3/8/2021
Kohl's,West,Wyoming,Cheyenne,Men's Apparel,47,106,199.28,Online,4982,4/11/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Apparel,64,106,339.2,Online,6784,8/24/2021
Sports Direct,West,Idaho,Boise,Men's Apparel,54,106,286.2,Online,5724,11/5/2021
Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,37,106,196.1,Online,3922,1/23/2021
Foot Locker,West,Idaho,Boise,Women's Street Footwear,37,106,196.1,Online,3922,1/23/2021
Kohl's,West,Arizona,Phoenix,Men's Athletic Footwear,44,106,279.84,Online,4664,2/26/2021
Kohl's,West,New Mexico,Albuquerque,Women's Athletic Footwear,54,106,286.2,Online,5724,6/26/2021
Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,19,106,100.7,Online,2014,4/10/2021
Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,27,106,143.1,Online,2862,10/11/2021
Foot Locker,Southeast,Kentucky,Louisville,Men's Athletic Footwear,27,106,143.1,Online,2862,2/18/2021
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,32,106,169.6,Online,3392,6/21/2021
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,19,106,100.7,Online,2014,10/21/2021
Foot Locker,Northeast,West Virginia,Charleston,Men's Street Footwear,33,106,174.9,Online,3498,1/24/2021
Amazon,Northeast,Vermont,Burlington,Men's Athletic Footwear,53,106,337.08,Online,5618,8/11/2021
Amazon,Northeast,Vermont,Burlington,Women's Apparel,68,106,360.4,Online,7208,12/10/2021
Amazon,Northeast,New Hampshire,Manchester,Women's Apparel,64,106,339.2,Online,6784,8/18/2021
Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,51,105,321.3,Online,5355,7/5/2021
Kohl's,Midwest,Montana,Billings,Women's Athletic Footwear,44,105,231,Online,4620,2/23/2021
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,38,105,199.5,Online,3990,6/8/2021
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,33,105,242.55,Online,3465,8/16/2021
Walmart,West,Hawaii,Honolulu,Women's Street Footwear,64,105,268.8,Online,6720,9/11/2021
Walmart,West,Hawaii,Honolulu,Women's Apparel,56,105,294,Online,5880,9/11/2021
Foot Locker,West,Wyoming,Cheyenne,Men's Athletic Footwear,36,105,189,Online,3780,1/24/2021
Foot Locker,West,Wyoming,Cheyenne,Men's Athletic Footwear,36,105,151.2,Online,3780,2/24/2021
Foot Locker,Midwest,Missouri,St. Louis,Women's Apparel,28,105,176.4,Online,2940,4/18/2021
Foot Locker,Midwest,Missouri,St. Louis,Women's Apparel,45,105,283.5,Online,4725,5/19/2021
West Gear,West,Utah,Salt Lake City,Men's Apparel,29,105,152.25,Online,3045,8/11/2021
West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,39,105,204.75,Online,4095,1/24/2021
West Gear,West,Utah,Salt Lake City,Women's Street Footwear,39,105,204.75,Online,4095,1/24/2021
West Gear,West,Oregon,Portland,Men's Athletic Footwear,50,105,262.5,Online,5250,5/25/2021
West Gear,West,Oregon,Portland,Women's Apparel,58,105,243.6,Online,6090,10/24/2021
West Gear,South,Louisiana,New Orleans,Women's Apparel,44,105,231,Online,4620,2/17/2021
West Gear,South,Louisiana,New Orleans,Women's Street Footwear,52,105,273,Online,5460,4/17/2021
West Gear,South,Louisiana,New Orleans,Women's Apparel,55,105,288.75,Online,5775,4/17/2021
West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,36,105,189,Online,3780,10/17/2021
Foot Locker,West,Idaho,Boise,Women's Athletic Footwear,33,105,207.9,Online,3465,3/6/2021
Foot Locker,West,Idaho,Boise,Women's Street Footwear,38,105,199.5,Online,3990,2/23/2021
Foot Locker,West,Arizona,Phoenix,Men's Apparel,54,105,226.8,Online,5670,9/24/2021
Foot Locker,West,Arizona,Phoenix,Women's Street Footwear,44,105,231,Online,4620,11/23/2021
Kohl's,West,New Mexico,Albuquerque,Women's Street Footwear,48,105,252,Online,5040,10/26/2021
Kohl's,West,New Mexico,Albuquerque,Women's Apparel,68,105,285.6,Online,7140,10/26/2021
Sports Direct,Southeast,Georgia,Atlanta,Women's Apparel,63,105,264.6,Online,6615,4/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Women's Street Footwear,42,105,220.5,Online,4410,10/13/2021
Walmart,South,Mississippi,Jackson,Women's Athletic Footwear,23,105,120.75,Online,2415,10/18/2021
Sports Direct,South,Mississippi,Jackson,Men's Athletic Footwear,24,105,100.8,Online,2520,2/21/2021
Kohl's,South,Oklahoma,Oklahoma City,Women's Apparel,72,105,378,Online,7560,11/20/2021
West Gear,Midwest,Indiana,Indianapolis,Women's Street Footwear,49,105,257.25,Online,5145,12/9/2021
West Gear,Northeast,West Virginia,Charleston,Women's Apparel,24,105,126,Online,2520,2/17/2021
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,42,105,220.5,Online,4410,8/14/2021
Kohl's,Northeast,New Jersey,Newark,Men's Athletic Footwear,44,105,231,Online,4620,6/8/2021
Kohl's,Northeast,New Jersey,Newark,Women's Apparel,52,105,273,Online,5460,8/7/2021
Sports Direct,Northeast,New Jersey,Newark,Men's Athletic Footwear,49,105,257.25,Online,5145,12/6/2021
Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,55,105,288.75,Online,5775,8/4/2021
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49,105,205.8,Online,5145,7/13/2021
Amazon,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53,105,222.6,Online,5565,12/13/2021
Amazon,Northeast,Vermont,Burlington,Women's Street Footwear,48,105,252,Online,5040,8/11/2021
Amazon,Northeast,New Hampshire,Manchester,Women's Street Footwear,52,105,273,Online,5460,8/18/2021
Foot Locker,Northeast,New Hampshire,Manchester,Men's Apparel,74,105,310.8,Online,7770,12/17/2021
Foot Locker,Northeast,Pennsylvania,Philadelphia,Women's Apparel,52,105,163.8,Outlet,5460,11/26/2021
Sports Direct,South,Tennessee,Knoxville,Men's Apparel,20,105,84,Outlet,2100,4/1/2021
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,44,105,323.4,Outlet,4620,9/21/2021
Sports Direct,South,Alabama,Birmingham,Men's Apparel,22,105,115.5,Outlet,2310,9/28/2021
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,51,105,160.65,Outlet,5355,4/17/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,40,105,168,Outlet,4200,5/25/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Apparel,42,105,220.5,Outlet,4410,10/24/2021
West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,22,105,92.4,Outlet,2310,3/10/2021
West Gear,West,Utah,Salt Lake City,Women's Street Footwear,7,105,29.4,Outlet,735,9/12/2021
West Gear,West,Utah,Salt Lake City,Women's Street Footwear,31,105,130.2,Outlet,3255,1/24/2021
Foot Locker,West,Arizona,Phoenix,Women's Athletic Footwear,38,105,159.6,Outlet,3990,6/23/2021
Walmart,South,Mississippi,Jackson,Men's Apparel,25,105,105,Outlet,2625,10/18/2021
West Gear,South,Arkansas,Little Rock,Men's Apparel,56,105,235.2,Outlet,5880,11/20/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,41,105,172.2,Outlet,4305,6/21/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,40,105,168,Outlet,4200,8/20/2021
Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,16,105,67.2,Outlet,1680,1/16/2021
Foot Locker,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37,105,194.25,Outlet,3885,11/4/2021
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,105,147,Outlet,3675,6/8/2021
Sports Direct,Northeast,Rhode Island,Providence,Men's Street Footwear,40,105,168,Outlet,4200,11/7/2021
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,36,105,151.2,Outlet,3780,7/13/2021
Amazon,Northeast,Massachusetts,Boston,Women's Athletic Footwear,43,105,135.45,Outlet,4515,12/13/2021
Amazon,Northeast,Vermont,Burlington,Men's Apparel,44,105,184.8,Outlet,4620,6/12/2021
Amazon,Northeast,New Hampshire,Manchester,Women's Street Footwear,32,105,100.8,Outlet,3360,3/17/2021
Foot Locker,Northeast,New Hampshire,Manchester,Women's Apparel,41,105,129.15,Outlet,4305,1/24/2021
Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,55,104,343.2,Online,5720,12/15/2021
Sports Direct,South,Alabama,Birmingham,Women's Apparel,34,104,247.52,Online,3536,8/18/2021
Amazon,West,Alaska,Anchorage,Women's Apparel,67,104,278.72,Online,6968,8/21/2021
Walmart,West,Hawaii,Honolulu,Women's Athletic Footwear,60,104,249.6,Online,6240,11/10/2021
Walmart,Southeast,Florida,Orlando,Women's Apparel,65,104,405.6,Online,6760,10/17/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Apparel,81,104,421.2,Online,8424,6/24/2021
West Gear,West,Utah,Salt Lake City,Women's Apparel,32,104,199.68,Online,3328,10/11/2021
Sports Direct,West,Idaho,Boise,Men's Apparel,50,104,260,Online,5200,9/5/2021
Kohl's,West,New Mexico,Albuquerque,Women's Apparel,41,104,170.56,Online,4264,2/26/2021
Sports Direct,West,New Mexico,Albuquerque,Women's Street Footwear,37,104,192.4,Online,3848,2/13/2021
Walmart,South,Arkansas,Little Rock,Women's Street Footwear,38,104,197.6,Online,3952,6/21/2021
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,39,104,202.8,Online,4056,8/20/2021
West Gear,South,Arkansas,Little Rock,Women's Apparel,29,104,150.8,Online,3016,10/21/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,54,104,280.8,Online,5616,10/12/2021
Sports Direct,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,53,104,275.6,Online,5512,11/12/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,41,104,170.56,Online,4264,11/3/2021
Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,54,104,336.96,Online,5616,5/13/2021
Amazon,Northeast,Vermont,Burlington,Women's Apparel,61,104,317.2,Online,6344,8/11/2021
Foot Locker,Northeast,New Hampshire,Manchester,Women's Street Footwear,63,104,327.6,Online,6552,11/18/2021
Foot Locker,South,Mississippi,Jackson,Men's Apparel,25,104,104,Outlet,2600,3/16/2021
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,12,104,49.92,Outlet,1248,9/19/2021
Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,43,104,134.16,Outlet,4472,5/13/2021
Amazon,Northeast,Massachusetts,Boston,Women's Apparel,34,104,141.44,Outlet,3536,1/14/2021
Amazon,Northeast,Vermont,Burlington,Women's Street Footwear,35,104,145.6,Outlet,3640,6/12/2021
Amazon,Northeast,Vermont,Burlington,Men's Apparel,48,104,199.68,Outlet,4992,12/10/2021
Amazon,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,37,104,115.44,Outlet,3848,6/19/2021
Amazon,Northeast,New Hampshire,Manchester,Women's Apparel,53,104,220.48,Outlet,5512,9/17/2021
Foot Locker,Northeast,Connecticut,Hartford,Women's Street Footwear,36,103,148.32,Outlet,3708,11/4/2021
Amazon,West,Alaska,Anchorage,Women's Apparel,52,102,212.16,Online,5304,2/22/2021
Amazon,West,Alaska,Anchorage,Women's Street Footwear,53,102,216.24,Online,5406,7/20/2021
Amazon,West,Alaska,Anchorage,Women's Street Footwear,54,102,220.32,Online,5508,8/21/2021
Foot Locker,West,Hawaii,Honolulu,Women's Apparel,44,102,269.28,Online,4488,2/10/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,38,102,155.04,Online,3876,10/24/2021
Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,59,102,240.72,Online,6018,10/24/2021
Foot Locker,Midwest,Missouri,St. Louis,Women's Apparel,34,102,208.08,Online,3468,3/17/2021
Foot Locker,Midwest,Missouri,St. Louis,Men's Apparel,38,102,155.04,Online,3876,6/18/2021
West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,28,102,142.8,Online,2856,3/10/2021
West Gear,West,Oregon,Portland,Men's Street Footwear,38,102,193.8,Online,3876,10/24/2021
Foot Locker,West,Arizona,Phoenix,Women's Street Footwear,50,102,255,Online,5100,4/23/2021
Sports Direct,Southeast,Georgia,Atlanta,Women's Apparel,64,102,261.12,Online,6528,10/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Apparel,60,102,306,Online,6120,11/13/2021
Amazon,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,102,122.4,Online,2448,4/10/2021
Walmart,South,Arkansas,Little Rock,Women's Apparel,24,102,122.4,Online,2448,3/19/2021
Kohl's,South,Oklahoma,Oklahoma City,Women's Apparel,23,102,117.3,Online,2346,1/16/2021
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,42,102,214.2,Online,4284,7/12/2021
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,47,102,239.7,Online,4794,8/13/2021
West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,52,102,265.2,Online,5304,8/3/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,49,102,249.9,Online,4998,12/2/2021
Foot Locker,Northeast,West Virginia,Charleston,Women's Athletic Footwear,53,102,270.3,Online,5406,12/16/2021
Sports Direct,Northeast,Maryland,Baltimore,Women's Apparel,54,102,220.32,Online,5508,7/20/2021
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,41,102,209.1,Online,4182,7/13/2021
Kohl's,Northeast,New Jersey,Newark,Women's Apparel,51,102,260.1,Online,5202,5/6/2021
Amazon,Northeast,New Hampshire,Manchester,Men's Apparel,60,102,244.8,Online,6120,7/17/2021
Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44,102,179.52,Outlet,4488,12/4/2021
Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,35,102,142.8,Outlet,3570,3/23/2021
West Gear,South,Louisiana,New Orleans,Women's Apparel,46,102,187.68,Outlet,4692,8/17/2021
Foot Locker,West,Arizona,Phoenix,Women's Athletic Footwear,32,102,130.56,Outlet,3264,10/23/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Apparel,41,102,167.28,Outlet,4182,10/13/2021
Sports Direct,South,Mississippi,Jackson,Women's Athletic Footwear,13,102,66.3,Outlet,1326,1/23/2021
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,20,102,81.6,Outlet,2040,4/20/2021
West Gear,South,Arkansas,Little Rock,Women's Street Footwear,19,102,77.52,Outlet,1938,11/20/2021
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,29,102,118.32,Outlet,2958,6/21/2021
Sports Direct,Northeast,Rhode Island,Providence,Men's Athletic Footwear,37,102,150.96,Outlet,3774,12/6/2021
Amazon,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40,102,163.2,Outlet,4080,11/14/2021
Amazon,Northeast,Vermont,Burlington,Women's Athletic Footwear,38,102,155.04,Outlet,3876,6/12/2021
West Gear,Northeast,Vermont,Burlington,Women's Street Footwear,46,102,187.68,Outlet,4692,11/11/2021
Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,43,101,173.72,Online,4343,1/16/2021
Kohl's,Midwest,Montana,Billings,Women's Apparel,55,101,222.2,Online,5555,1/20/2021
Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,33,101,199.98,Online,3333,3/25/2021
West Gear,Northeast,Maine,Portland,Women's Street Footwear,43,101,173.72,Online,4343,1/10/2021
Amazon,West,Alaska,Anchorage,Women's Apparel,74,101,298.96,Online,7474,11/21/2021
Foot Locker,West,Hawaii,Honolulu,Women's Street Footwear,57,101,230.28,Online,5757,3/9/2021
Sports Direct,Southeast,Florida,Orlando,Women's Apparel,54,101,327.24,Online,5454,3/16/2021
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,101,146.45,Online,2929,7/17/2021
West Gear,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24,101,121.2,Online,2424,2/11/2021
